IPAddress,Describe,Time,Forgiveness,Morality,Tone,valenceThen_1,intensityThen_1,Valence Now,Intensity Now,revenge_1,revenge_1,revenge_1,revenge_1,revenge_1,Revenge,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_1,avoidance_2,Avoidance,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,benevolence_1,Benevolence,age,gender
70.112.58.179,"A friend of mine who I considered to be my best friend started spreading lies and rumors about me. I asked him who told him that lie, he said he was not going to tell me who did. I persuaded him severally but he did not. He hurt me so bad that I decided to let him go. I can not have a friend who is not ready to be open and transparent about me. Even about my own issue. That is how our friendship came to an end.",March 2013.,No,7,5,5,6,6,6,1,1,7,2,2,2.6,1,7,7,2,5,6,2,4.285714286,7,1,6,5,6,5,5,32,Male
75.134.65.251,"I never forgave my ex husband for lying to me for the majority of our relationship.  He lied about damn near everything, and then lied about lying. Not only did he totally kill any trust I ever had for him, but for anyone I have met since we divorced.",42461,No,7,1,1,7,1,5,4,4,4,4,4,4,7,7,7,7,7,7,7,7,4,1,1,1,4,2,2.166666667,68,Female
199.80.74.68,I remember when I was 16 years old attending a job interview on Tuesday morning. I was dressed up and remembered trying to look professional by styling my hair. I didn't think I put too much grease into my hair until I arrived at the bus stop. A tall guy was joking with three other people as I approached and noticed all the hair grease on my head and began to tease me. This made me not want to go to the interview as I felt so ashamed. I never forgave the person in my mind even to this day.,"July 12,2003",No,5,2,2,5,2,6,5,2,4,2,2,3,7,4,5,6,6,6,5,5.571428571,4,5,3,5,6,2,4.166666667,37,Male
68.95.116.126,"I had a neighbor that then became a friend. She needed help with things very often and I didn't mind helping her when I could. One day I went outside and my car had been damaged by someone who did a hit and run. Two weeks later I found out through video evidence that it was in fact my friend that I helped out all the time that hit my car. She never said a word and when confronted with it, she lied to me. Then I showed her the evidence and she promised to get the damage fixed but never did.I was extremely angry and do not forgive her.",44378,No,7,1,1,7,3,1,7,5,7,7,7,6.6,7,7,7,7,7,7,7,7,1,1,1,1,7,1,2,45,Female
24.7.227.103,"I think the incident I'm thinking of was when a medical student tore my spinal cord while attempting to do a spinal tap. It's resulted in a permanent nerve degenerative condition, loss of sensation in my lower feet, and excruciating pain. It eliminated my ability to work outside the home and has caused a lot of difficulties in my life. I think that I've let go of the anger, frustration, and hurt but at the time it was terrifying. I couldn't feel my arms or limbs for over a week and thought I was going to end up paralyzed. I don't think I will forgive, but I will forget and let go.",42887,No,7,2,1,7,1,4,2,1,5,1,4,2.6,7,7,7,7,7,7,4,6.571428571,4,1,1,1,5,2,2.333333333,33,Female
135.26.113.43,"So I did track and field in high school, right? So one day I’m standing out in the field and it’s a beautiful day. I was practicing discus. This guy decides to roll a discus at my and it hits my shin SO hard. I have never forgiven him because I swore so loud at him then I somehow got in trouble for reacting. ",42125,No,7,1,1,7,1,7,1,1,1,1,1,1,7,7,4,7,7,7,7,6.571428571,7,1,1,1,1,1,2,26,Female
104.56.177.35,"I visited a family member in the hospital.  Another family member didn't like my way not following a particular schedule when visiting the patient.  The person proceeded to loudly berate me for several minutes.  I did not respond at the time, nor have I felt the need to address it beyond then.  ",43221,No,7,2,1,7,4,1,1,1,1,1,1,1,2,1,6,2,1,5,3,2.857142857,7,7,7,7,5,6,6.5,51,Male
76.89.68.31,I was robbed at gunpoint in a robbery while taking a walk and it is something i can not forget. I felt angry and not being to do anything,44348,No,7,1,1,6,1,6,2,3,4,2,2,2.6,7,2,7,7,6,7,2,5.428571429,2,1,1,1,4,2,1.833333333,46,Male
98.238.190.228,me and my mom had a falling out when she asked us to moves closer to her and then attempted to come between me and my husband while we were living with her and helping her out. She tried to accuse my husband of being abusive towards me which was very untrue and when she locked herself out of the house she tried to accuse me of doing it to my husband. She picked fights over small petty things and just made live very stressful in general. I had to pretend to be separating from my husband so that he could go make under the table money so that we could essentially flee her home. It left me and my husband in a very bad place for a long time and it really hurt my feelings so bad that I completely quit talking to her.,43739,No,7,1,1,7,1,6,1,1,1,1,1,1,7,7,7,7,7,7,6,6.857142857,4,1,1,1,1,1,1.5,33,Female
136.143.147.3,"My husband cheated on me with some girl he met out online. He spent months venting to her about how I wasn't doing anything around the house and about my mental health and how I had gotten new medication but refused to take it and how he felt that I liked having anxiety, etc. Meanwhile, I was actively planning to kill myself and had been for 6 months and he didn't even notice...or if he did, he sure as hell didn't care. I stopped taking those new meds because they gave me severe side effects that mirrored the serotonin syndrome I'd had a few years prior, and I went back on my old meds instead. He also conveniently left out the part where I work full time and pay for a housekeeper so literally the only thing he was ever expected to do was the nightly dishes (that our teenagers mostly did), take the trash out (again, that our teenagers mostly did), and bring his laundry downstairs. That was 6 years ago and I feel just as betrayed today as I did then. We've stayed together, but I will never truly forgive him for it.",43070,No,6,1,1,7,1,6,1,1,4,1,1,1.6,2,2,3,2,1,4,2,2.285714286,7,6,7,7,5,5,6.166666667,40,Female
174.131.32.158,When my sister in law stole 80 dollars from my card after i let her use it to pay for  a phone call to her boyfriend that was in jail at the time. I found out later that she clicked remember the details at the end of the call without me knowing about it. It made me mad because i was not expecting her to do that and i told her i never wanted her to come around me again.,42675,No,7,3,2,6,4,2,1,1,1,1,1,1,1,1,4,4,4,5,3,3.142857143,7,7,7,7,7,7,7,38,Male
70.112.170.12,"I was in one of my classes during my first year of high school. It was a day off in the gym, where we could do anything within reason. I decided to use a basketball for a shootaround, but one of the other students asked for my ball. He was convinced that it was that he shot prior, but I knew that it wasn't due to me having it for the entirety of the class. When I refused, he swore and cursed at me while attempting to intimidate me just for a single basketball while others were strewn around the gym.",42705,No,7,1,1,7,1,6,6,7,7,5,6,6.2,7,7,7,7,7,6,7,6.857142857,1,1,1,1,5,1,1.666666667,22,Male
75.137.23.33,The time i will describe is a friend of mine betrayed me. They lied to me and to others about me and then avoided me and would be a man and talk to me about the situation. They then tried to act like nothing happened when we finally did talk. I hate when people do that and sweep things under the rug. They never did apologize for what they did and the wrong they did to me. ,43191,No,7,4,1,2,4,4,1,1,1,1,1,1,7,7,4,1,7,7,1,4.857142857,7,7,7,7,7,7,7,38,Male
204.242.1.184,there is this one guy who  sturb me a knife at a friend bithday party and i will make sure i will deal with him, April 2018,No,6,6,6,6,6,6,5,6,6,5,6,5.6,5,6,6,6,5,5,6,5.571428571,5,6,6,6,6,5,5.666666667,38,Male
71.176.192.46,When I was in college I had a good friend of mine betray me in the worst way possible. She tried to seduce my husband and lied about when she got caught. I have never been closer to hurting another person as I was her when she did that to me. Trust went out the window and to this day I trust no one.,37347,No,7,1,1,7,1,7,7,6,7,7,7,6.8,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,43,Female
12.74.186.129,"I was in a inpatient psychiatric hospital for a week stay acute stay. I was in a group and there was a staff member who was nearby but didn't notice the following event. Another patient had hit me on the elbow hard and was being happy or something, they seemed to have no intent other than to cause me pain or disrupt me because I had such good behavior, similar to a bully, they just hit me with little apparent reason on my shoulder. I didn't react nor say anything. I was almost unresponsive to the event and very annoyed or surprised and was also angry. No one seemed to notice this event but it did hurt my feelings and me physically. 
The other patient was disliked and also smelled disgusting earlier from their refusal to bathe before being hospitalized, also they admitted to having a confrontation with the police and had said they had or tried to molest a sibling and didn't seem remorseful of it and were overall a mean person. I don't have much a reason to forgive the person even if they had mental health problems, I hope they learned their lesson or they were eventually corrected for their behavior or are in treatment.",43101,No,6,4,1,6,3,2,1,4,7,2,3,3.4,6,3,7,6,7,7,5,5.857142857,4,2,2,1,4,3,2.666666667,22,Female
96.249.154.38,My daughter did not invite me to Christmas but invited her friends. She was embarrassed of me because of my old car. Her friends are rich and successful and I am not. I will never forgive her for that. It hurt me so much.,44896,No,7,1,1,7,1,7,2,2,3,2,1,2,7,5,7,6,4,6,7,6,4,3,4,3,1,2,2.833333333,67,Female
75.142.137.148,"When I turned 21 years old, one of my friends decided to steal from me and he was one of my bet friends. I was so upset and hurt by the fact that he had betrayed me, I confronted him and a physical fight broke out. I injured my hand by punching him the face. I felt hurt both physically and emotionally, but my emotions definitely hurt more than my hand did. This was 8 years ago and we are still no longer friends and we had been friends since 2006.",42323,No,7,1,1,7,2,4,1,2,2,2,2,1.8,7,7,7,7,7,7,4,6.571428571,1,1,1,1,5,1,1.666666667,29,Male
